geocode,variablename,year,rank,value,country,region,commonwealth
BIH,Education,2018,55,76.75,Bosnia and Herzegovina,Europe and Central Asia,
BIH,Employment and Opportunity,2018,123,48.05,Bosnia and Herzegovina,Europe and Central Asia,
BIH,Equality of Opportunity,2018,39,80.44,Bosnia and Herzegovina,Europe and Central Asia,
BIH,Health and Wellbeing,2018,20,90.29,Bosnia and Herzegovina,Europe and Central Asia,
BIH,Peace and Security,2018,57,78.11,Bosnia and Herzegovina,Europe and Central Asia,
BIH,Political Participation,2018,127,34.54,Bosnia and Herzegovina,Europe and Central Asia,
BLR,Civic Participation,2010,100,38.03,Belarus,Europe and Central Asia,
BLR,Education,2010,52,76.28,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2010,36,70.88,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2010,42,79.95,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2010,102,65.31,Belarus,Europe and Central Asia,
BLR,Peace and Security,2010,73,70.57,Belarus,Europe and Central Asia,
BLR,Political Participation,2010,72,58.67,Belarus,Europe and Central Asia,
BLR,Civic Participation,2011,113,33.95,Belarus,Europe and Central Asia,
BLR,Education,2011,53,76.15,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2011,36,70.84,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2011,26,81.88,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2011,104,65.38,Belarus,Europe and Central Asia,
BLR,Peace and Security,2011,104,58.89,Belarus,Europe and Central Asia,
BLR,Political Participation,2011,71,59.11,Belarus,Europe and Central Asia,
BLR,Civic Participation,2012,82,43.35,Belarus,Europe and Central Asia,
BLR,Education,2012,53,76.12,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2012,37,71.29,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2012,34,81.81,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2012,101,67.86,Belarus,Europe and Central Asia,
BLR,Peace and Security,2012,51,77.33,Belarus,Europe and Central Asia,
BLR,Political Participation,2012,69,59.56,Belarus,Europe and Central Asia,
BLR,Civic Participation,2013,84,43.93,Belarus,Europe and Central Asia,
BLR,Education,2013,55,75.85,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2013,39,71.96,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2013,56,76.57,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2013,98,69.72,Belarus,Europe and Central Asia,
BLR,Peace and Security,2013,70,71.56,Belarus,Europe and Central Asia,
BLR,Political Participation,2013,73,58.67,Belarus,Europe and Central Asia,
BLR,Civic Participation,2014,131,30.91,Belarus,Europe and Central Asia,
BLR,Education,2014,55,75.87,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2014,41,72.58,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2014,81,71.38,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2014,99,68.05,Belarus,Europe and Central Asia,
BLR,Peace and Security,2014,68,73.47,Belarus,Europe and Central Asia,
BLR,Political Participation,2014,76,58.22,Belarus,Europe and Central Asia,
BLR,Civic Participation,2015,119,37.1,Belarus,Europe and Central Asia,
BLR,Education,2015,57,75.86,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2015,39,73.15,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2015,58,77.91,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2015,88,72,Belarus,Europe and Central Asia,
BLR,Peace and Security,2015,45,80.67,Belarus,Europe and Central Asia,
BLR,Political Participation,2015,75,57.78,Belarus,Europe and Central Asia,
BLR,Civic Participation,2016,150,28.86,Belarus,Europe and Central Asia,
BLR,Education,2016,57,75.76,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2016,39,73.85,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2016,80,73.48,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2016,90,72.76,Belarus,Europe and Central Asia,
BLR,Peace and Security,2016,46,80.77,Belarus,Europe and Central Asia,
BLR,Political Participation,2016,80,56.89,Belarus,Europe and Central Asia,
BLR,Civic Participation,2017,141,32.94,Belarus,Europe and Central Asia,
BLR,Education,2017,57,75.56,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2017,39,75.13,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2017,56,77.18,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2017,91,72.88,Belarus,Europe and Central Asia,
BLR,Peace and Security,2017,47,82.06,Belarus,Europe and Central Asia,
BLR,Political Participation,2017,64,61.33,Belarus,Europe and Central Asia,
BLR,Civic Participation,2018,142,29.85,Belarus,Europe and Central Asia,
BLR,Education,2018,57,75.4,Belarus,Europe and Central Asia,
BLR,Employment and Opportunity,2018,40,74.93,Belarus,Europe and Central Asia,
BLR,Equality of Opportunity,2018,13,87.82,Belarus,Europe and Central Asia,
BLR,Health and Wellbeing,2018,94,72.43,Belarus,Europe and Central Asia,
BLR,Peace and Security,2018,48,81.64,Belarus,Europe and Central Asia,
BLR,Political Participation,2018,78,56.89,Belarus,Europe and Central Asia,
BLZ,Civic Participation,2010,9,66.48,Belize,Latin America and Caribbean ,1
BLZ,Education,2010,123,32.23,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2010,67,59.26,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2010,117,54.64,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2010,128,48.53,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2010,147,31.21,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2010,56,63.62,Belize,Latin America and Caribbean ,1
BLZ,Civic Participation,2011,10,65.57,Belize,Latin America and Caribbean ,1
BLZ,Education,2011,123,32.33,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2011,66,58.62,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2011,122,53.82,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2011,128,48.12,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2011,106,56.21,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2011,53,63.62,Belize,Latin America and Caribbean ,1
BLZ,Civic Participation,2012,11,64.66,Belize,Latin America and Caribbean ,1
BLZ,Education,2012,123,32.71,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2012,73,57.72,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2012,124,53.44,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2012,131,47.78,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2012,105,56.51,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2012,52,63.62,Belize,Latin America and Caribbean ,1
BLZ,Civic Participation,2013,16,63.75,Belize,Latin America and Caribbean ,1
BLZ,Education,2013,124,32.99,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2013,127,45.91,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2013,128,51.03,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2013,133,47.43,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2013,106,56.81,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2013,54,63.62,Belize,Latin America and Caribbean ,1
BLZ,Civic Participation,2014,26,62.83,Belize,Latin America and Caribbean ,1
BLZ,Education,2014,128,32.94,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2014,130,45.58,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2014,132,51.15,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2014,134,47.94,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2014,103,57.1,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2014,60,63.62,Belize,Latin America and Caribbean ,1
BLZ,Civic Participation,2015,28,62.83,Belize,Latin America and Caribbean ,1
BLZ,Education,2015,129,33.08,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2015,124,47.96,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2015,132,51.15,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2015,134,47.84,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2015,105,57.1,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2015,57,63.62,Belize,Latin America and Caribbean ,1
BLZ,Civic Participation,2016,24,62.83,Belize,Latin America and Caribbean ,1
BLZ,Education,2016,129,34.08,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2016,120,48.66,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2016,132,51.15,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2016,137,48.99,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2016,107,55.91,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2016,57,63.62,Belize,Latin America and Caribbean ,1
BLZ,Civic Participation,2017,31,62.83,Belize,Latin America and Caribbean ,1
BLZ,Education,2017,130,33.61,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2017,123,47.95,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2017,132,51.15,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2017,137,49.51,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2017,112,55.91,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2017,59,63.62,Belize,Latin America and Caribbean ,1
BLZ,Civic Participation,2018,23,62.83,Belize,Latin America and Caribbean ,1
BLZ,Education,2018,130,33.82,Belize,Latin America and Caribbean ,1
BLZ,Employment and Opportunity,2018,124,47.81,Belize,Latin America and Caribbean ,1
BLZ,Equality of Opportunity,2018,135,51.15,Belize,Latin America and Caribbean ,1
BLZ,Health and Wellbeing,2018,138,49.51,Belize,Latin America and Caribbean ,1
BLZ,Peace and Security,2018,112,56.21,Belize,Latin America and Caribbean ,1
BLZ,Political Participation,2018,54,63.62,Belize,Latin America and Caribbean ,1
BOL,Civic Participation,2010,87,40.76,Bolivia,Latin America and Caribbean ,
BOL,Education,2010,84,66.79,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2010,51,64.06,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2010,75,73.68,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2010,59,79.53,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2010,87,65.23,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2010,126,37.78,Bolivia,Latin America and Caribbean ,
BOL,Civic Participation,2011,60,49.11,Bolivia,Latin America and Caribbean ,
BOL,Education,2011,88,66.37,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2011,51,63.62,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2011,83,71.84,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2011,56,79.79,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2011,80,66.01,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2011,125,39.11,Bolivia,Latin America and Caribbean ,
BOL,Civic Participation,2012,48,51.9,Bolivia,Latin America and Caribbean ,
BOL,Education,2012,86,66.44,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2012,45,65.89,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2012,90,70.61,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2012,55,80.4,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2012,83,65.55,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2012,122,40.44,Bolivia,Latin America and Caribbean ,
BOL,Civic Participation,2013,66,48.98,Bolivia,Latin America and Caribbean ,
BOL,Education,2013,86,66.92,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2013,46,65.9,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2013,18,83.92,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2013,54,80.98,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2013,90,65.96,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2013,120,40.44,Bolivia,Latin America and Caribbean ,
BOL,Civic Participation,2014,65,49.37,Bolivia,Latin America and Caribbean ,
BOL,Education,2014,85,67.21,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2014,48,66.65,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2014,118,57.65,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2014,55,80.9,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2014,87,67.37,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2014,121,40,Bolivia,Latin America and Caribbean ,
BOL,Civic Participation,2015,89,44.17,Bolivia,Latin America and Caribbean ,
BOL,Education,2015,83,67.54,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2015,55,63.68,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2015,79,72.88,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2015,55,81.16,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2015,81,68.58,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2015,122,39.56,Bolivia,Latin America and Caribbean ,
BOL,Civic Participation,2016,81,46.59,Bolivia,Latin America and Caribbean ,
BOL,Education,2016,83,67.52,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2016,48,67.87,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2016,105,64.13,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2016,53,82.6,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2016,79,69.12,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2016,122,39.56,Bolivia,Latin America and Caribbean ,
BOL,Civic Participation,2017,91,45.18,Bolivia,Latin America and Caribbean ,
BOL,Education,2017,78,68.33,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2017,53,67.5,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2017,75,74.28,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2017,53,81.77,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2017,82,69.29,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2017,136,34.22,Bolivia,Latin America and Caribbean ,
BOL,Civic Participation,2018,108,41.69,Bolivia,Latin America and Caribbean ,
BOL,Education,2018,79,68.33,Bolivia,Latin America and Caribbean ,
BOL,Employment and Opportunity,2018,53,67.54,Bolivia,Latin America and Caribbean ,
BOL,Equality of Opportunity,2018,109,61.11,Bolivia,Latin America and Caribbean ,
BOL,Health and Wellbeing,2018,51,82.67,Bolivia,Latin America and Caribbean ,
BOL,Peace and Security,2018,81,69.72,Bolivia,Latin America and Caribbean ,
BOL,Political Participation,2018,140,29.78,Bolivia,Latin America and Caribbean ,
BRA,Civic Participation,2010,102,37.46,Brazil,Latin America and Caribbean ,
BRA,Education,2010,53,75.41,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2010,79,55.81,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2010,112,56.88,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2010,77,74.61,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2010,114,51.4,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2010,54,64,Brazil,Latin America and Caribbean ,
BRA,Civic Participation,2011,86,41.37,Brazil,Latin America and Caribbean ,
BRA,Education,2011,50,76.81,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2011,74,56.23,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2011,118,54.42,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2011,77,74.49,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2011,117,51.63,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2011,50,64,Brazil,Latin America and Caribbean ,
BRA,Civic Participation,2012,113,36.4,Brazil,Latin America and Caribbean ,
BRA,Education,2012,50,76.65,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2012,76,56.73,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2012,105,60.55,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2012,80,74.17,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2012,116,51.95,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2012,48,64,Brazil,Latin America and Caribbean ,
BRA,Civic Participation,2013,101,41.59,Brazil,Latin America and Caribbean ,
BRA,Education,2013,44,78.27,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2013,77,57.75,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2013,114,58.37,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2013,82,74.27,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2013,114,52.65,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2013,70,59.56,Brazil,Latin America and Caribbean ,
BRA,Civic Participation,2014,116,35.17,Brazil,Latin America and Caribbean ,
BRA,Education,2014,44,78.25,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2014,68,59.3,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2014,103,61.61,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2014,86,73.64,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2014,120,52.28,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2014,65,62.22,Brazil,Latin America and Caribbean ,
BRA,Civic Participation,2015,91,43.96,Brazil,Latin America and Caribbean ,
BRA,Education,2015,45,78.31,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2015,83,55.94,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2015,119,56.93,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2015,84,74.1,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2015,125,48.85,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2015,54,64.89,Brazil,Latin America and Caribbean ,
BRA,Civic Participation,2016,65,51.73,Brazil,Latin America and Caribbean ,
BRA,Education,2016,43,78.77,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2016,113,50.74,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2016,102,66.29,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2016,86,73.81,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2016,118,51.72,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2016,55,64.89,Brazil,Latin America and Caribbean ,
BRA,Civic Participation,2017,111,40.12,Brazil,Latin America and Caribbean ,
BRA,Education,2017,43,78.72,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2017,120,48.59,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2017,103,63.31,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2017,83,75.06,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2017,122,51.95,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2017,76,59.56,Brazil,Latin America and Caribbean ,
BRA,Civic Participation,2018,109,41.67,Brazil,Latin America and Caribbean ,
BRA,Education,2018,43,78.8,Brazil,Latin America and Caribbean ,
BRA,Employment and Opportunity,2018,120,48.9,Brazil,Latin America and Caribbean ,
BRA,Equality of Opportunity,2018,92,68.75,Brazil,Latin America and Caribbean ,
BRA,Health and Wellbeing,2018,87,74.61,Brazil,Latin America and Caribbean ,
BRA,Peace and Security,2018,123,50.58,Brazil,Latin America and Caribbean ,
BRA,Political Participation,2018,74,57.78,Brazil,Latin America and Caribbean ,
BTN,Civic Participation,2010,25,58.34,Bhutan,South Asia,
BTN,Education,2010,119,36.96,Bhutan,South Asia,
BTN,Employment and Opportunity,2010,77,56.25,Bhutan,South Asia,
BTN,Equality of Opportunity,2010,123,51.98,Bhutan,South Asia,
BTN,Health and Wellbeing,2010,47,82.79,Bhutan,South Asia,
BTN,Peace and Security,2010,41,82.76,Bhutan,South Asia,
BTN,Political Participation,2010,65,60.95,Bhutan,South Asia,
BTN,Civic Participation,2011,26,58.34,Bhutan,South Asia,
BTN,Education,2011,113,40.4,Bhutan,South Asia,
BTN,Employment and Opportunity,2011,73,56.57,Bhutan,South Asia,
BTN,Equality of Opportunity,2011,135,50.2,Bhutan,South Asia,
BTN,Health and Wellbeing,2011,44,83.19,Bhutan,South Asia,
BTN,Peace and Security,2011,40,82.59,Bhutan,South Asia,
BTN,Political Participation,2011,63,60.95,Bhutan,South Asia,
BTN,Civic Participation,2012,25,58.34,Bhutan,South Asia,
BTN,Education,2012,112,43.97,Bhutan,South Asia,
BTN,Employment and Opportunity,2012,70,57.97,Bhutan,South Asia,
BTN,Equality of Opportunity,2012,95,67.85,Bhutan,South Asia,
BTN,Health and Wellbeing,2012,47,83.55,Bhutan,South Asia,
BTN,Peace and Security,2012,38,84.24,Bhutan,South Asia,
BTN,Political Participation,2012,59,60.95,Bhutan,South Asia,
BTN,Civic Participation,2013,29,58.34,Bhutan,South Asia,
BTN,Education,2013,112,46.38,Bhutan,South Asia,
BTN,Employment and Opportunity,2013,79,57.09,Bhutan,South Asia,
BTN,Equality of Opportunity,2013,83,69.85,Bhutan,South Asia,
BTN,Health and Wellbeing,2013,49,83.86,Bhutan,South Asia,
BTN,Peace and Security,2013,41,84.08,Bhutan,South Asia,
BTN,Political Participation,2013,65,60.95,Bhutan,South Asia,
BTN,Civic Participation,2014,48,55.62,Bhutan,South Asia,
BTN,Education,2014,110,49.29,Bhutan,South Asia,
BTN,Employment and Opportunity,2014,76,57.39,Bhutan,South Asia,
BTN,Equality of Opportunity,2014,72,74.37,Bhutan,South Asia,
BTN,Health and Wellbeing,2014,39,85.48,Bhutan,South Asia,
BTN,Peace and Security,2014,41,84.04,Bhutan,South Asia,
BTN,Political Participation,2014,62,63.17,Bhutan,South Asia,
BTN,Civic Participation,2015,55,54.95,Bhutan,South Asia,
BTN,Education,2015,110,51.29,Bhutan,South Asia,
BTN,Employment and Opportunity,2015,78,57.12,Bhutan,South Asia,
BTN,Equality of Opportunity,2015,101,65.19,Bhutan,South Asia,
BTN,Health and Wellbeing,2015,46,84.6,Bhutan,South Asia,
BTN,Peace and Security,2015,39,84.3,Bhutan,South Asia,
BTN,Political Participation,2015,51,65.4,Bhutan,South Asia,
BTN,Civic Participation,2016,52,54.95,Bhutan,South Asia,
BTN,Education,2016,107,53.29,Bhutan,South Asia,
BTN,Employment and Opportunity,2016,83,57.35,Bhutan,South Asia,
BTN,Equality of Opportunity,2016,93,67.91,Bhutan,South Asia,
BTN,Health and Wellbeing,2016,46,84.86,Bhutan,South Asia,
BTN,Peace and Security,2016,37,85.6,Bhutan,South Asia,
BTN,Political Participation,2016,50,65.4,Bhutan,South Asia,
BTN,Civic Participation,2017,55,54.95,Bhutan,South Asia,
BTN,Education,2017,106,55.48,Bhutan,South Asia,
BTN,Employment and Opportunity,2017,87,57.69,Bhutan,South Asia,
BTN,Equality of Opportunity,2017,88,70.82,Bhutan,South Asia,
BTN,Health and Wellbeing,2017,47,85.16,Bhutan,South Asia,
BTN,Peace and Security,2017,40,85.49,Bhutan,South Asia,
BTN,Political Participation,2017,51,65.4,Bhutan,South Asia,
BTN,Civic Participation,2018,44,54.95,Bhutan,South Asia,
BTN,Education,2018,106,55.84,Bhutan,South Asia,
BTN,Employment and Opportunity,2018,90,57.68,Bhutan,South Asia,
BTN,Equality of Opportunity,2018,83,71.18,Bhutan,South Asia,
BTN,Health and Wellbeing,2018,47,85.16,Bhutan,South Asia,
BTN,Peace and Security,2018,38,86.62,Bhutan,South Asia,
BTN,Political Participation,2018,46,65.4,Bhutan,South Asia,
BWA,Civic Participation,2010,84,41.75,Botswana,Sub-Saharan Africa ,1
BWA,Education,2010,101,59.04,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2010,147,32.33,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2010,80,72.26,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2010,151,27.9,Botswana,Sub-Saharan Africa ,1
BWA,Peace and Security,2010,77,68.25,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2010,34,68.7,Botswana,Sub-Saharan Africa ,1
BWA,Civic Participation,2011,83,41.64,Botswana,Sub-Saharan Africa ,1
BWA,Education,2011,101,59.59,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2011,149,32.17,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2011,101,63.37,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2011,147,32.68,Botswana,Sub-Saharan Africa ,1
BWA,Peace and Security,2011,73,68.29,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2011,28,70.48,Botswana,Sub-Saharan Africa ,1
BWA,Civic Participation,2012,120,34.17,Botswana,Sub-Saharan Africa ,1
BWA,Education,2012,101,60.13,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2012,145,33.84,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2012,106,60.31,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2012,147,36.83,Botswana,Sub-Saharan Africa ,1
BWA,Peace and Security,2012,70,69.66,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2012,26,72.25,Botswana,Sub-Saharan Africa ,1
BWA,Civic Participation,2013,100,41.65,Botswana,Sub-Saharan Africa ,1
BWA,Education,2013,101,60.67,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2013,144,35.48,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2013,102,62.71,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2013,144,39.96,Botswana,Sub-Saharan Africa ,1
BWA,Peace and Security,2013,74,70.51,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2013,27,73.14,Botswana,Sub-Saharan Africa ,1
BWA,Civic Participation,2014,36,58.88,Botswana,Sub-Saharan Africa ,1
BWA,Education,2014,102,61.05,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2014,140,37.19,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2014,95,65.22,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2014,138,43,Botswana,Sub-Saharan Africa ,1
BWA,Peace and Security,2014,74,70.74,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2014,23,76.25,Botswana,Sub-Saharan Africa ,1
BWA,Civic Participation,2015,8,71.01,Botswana,Sub-Saharan Africa ,1
BWA,Education,2015,103,61.05,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2015,144,37.28,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2015,92,68.31,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2015,137,45.14,Botswana,Sub-Saharan Africa ,1
BWA,Peace and Security,2015,68,71.99,Botswana,Sub-Saharan Africa ,1
BWA,Political Participation,2015,13,79.37,Botswana,Sub-Saharan Africa ,1
BWA,Civic Participation,2016,45,56.71,Botswana,Sub-Saharan Africa ,1
BWA,Education,2016,103,61.05,Botswana,Sub-Saharan Africa ,1
BWA,Employment and Opportunity,2016,146,37.29,Botswana,Sub-Saharan Africa ,1
BWA,Equality of Opportunity,2016,115,59.76,Botswana,Sub-Saharan Africa ,1
BWA,Health and Wellbeing,2016,138,46.95,Botswana,Sub-Saharan Africa ,1
